source_id,experiment_id,time,hfls,hfss,pr,tas,tasmax,tasmin
ipsl_cm6a_lr,historical,1850-01-16T12:00:00Z,94.796004072869,22.8486445649274,6.66185968288418e-05,296.827967628391,299.283964015532,294.536611683707
ipsl_cm6a_lr,historical,1850-02-15T00:00:00Z,94.4853690457767,22.0103759756655,6.87269578697997e-05,297.143634618859,299.558325900882,295.140033712013
ipsl_cm6a_lr,historical,1850-03-16T12:00:00Z,91.7657203971828,21.6901680411011,7.03885948274145e-05,297.169100695875,299.5201070779,295.031243209435
ipsl_cm6a_lr,historical,1850-04-16T00:00:00Z,99.2586098613295,21.6965509619584,8.28406932995688e-05,297.649652368595,299.888702669611,295.807176568092
ipsl_cm6a_lr,historical,1850-05-16T12:00:00Z,99.644947963589,21.5738918811386,7.84665955003825e-05,297.515766168109,299.874221821546,295.234247559174
ipsl_cm6a_lr,historical,1850-06-16T00:00:00Z,100.139201059807,21.8011357004251,6.70906235743915e-05,297.45120158214,299.94735062989,295.064107266607
ipsl_cm6a_lr,historical,1850-07-16T12:00:00Z,121.762190588316,31.2782479769364,5.9016867056241e-05,297.347659076776,300.334135090599,294.396690693594
ipsl_cm6a_lr,historical,1850-08-16T12:00:00Z,134.00292240383,35.8657045047297,5.95403861772169e-05,297.479829140755,300.514767160755,294.028733584387
ipsl_cm6a_lr,historical,1850-09-16T00:00:00Z,142.464097085321,39.4786115016232,4.5758201557727e-05,298.403548265365,301.73955856236,294.517875954294
ipsl_cm6a_lr,historical,1850-10-16T12:00:00Z,140.676380336097,37.4365277147354,5.07421295194043e-05,298.355944834623,301.4999547288,294.990364116254
ipsl_cm6a_lr,historical,1850-11-16T00:00:00Z,127.227417499522,31.2236646484194,6.30254439633345e-05,297.818795012238,300.695958676311,295.029864581876
ipsl_cm6a_lr,historical,1850-12-16T12:00:00Z,102.49985202077,24.7282580233106,6.62100159674729e-05,297.162162303558,299.649306878592,294.799625081662
ipsl_cm6a_lr,historical,1851-01-16T12:00:00Z,105.377657542485,23.8343798767844,7.46845236311016e-05,297.383986779925,299.753980490159,295.08129526337
ipsl_cm6a_lr,historical,1851-02-15T00:00:00Z,90.1322062185275,20.0994907039909,7.53772492529777e-05,297.076553127862,299.296556387727,295.386957426217
ipsl_cm6a_lr,historical,1851-03-16T12:00:00Z,101.969943336597,24.2221832238217,6.81326558636592e-05,297.462659013176,299.924543433463,295.123776636814
ipsl_cm6a_lr,historical,1851-04-16T00:00:00Z,107.335351869733,24.0196792653599,9.02013981834294e-05,297.804343937725,300.146830097661,295.590927343783
ipsl_cm6a_lr,historical,1851-05-16T12:00:00Z,84.7737511998051,18.9327259653006,8.03492087960486e-05,297.415391269991,299.566092312573,295.476218079886
ipsl_cm6a_lr,historical,1851-06-16T00:00:00Z,104.734238539808,22.9707109226522,5.41217218229167e-05,297.86104159957,300.463281081838,295.304846999955
ipsl_cm6a_lr,historical,1851-07-16T12:00:00Z,125.710245154903,30.5013364883637,5.03137330309043e-05,298.159723275797,301.070849578999,295.216088224163
ipsl_cm6a_lr,historical,1851-08-16T12:00:00Z,139.490601950156,38.4342688017747,4.69569635196846e-05,298.239703656214,301.506310024028,294.468404782691
ipsl_cm6a_lr,historical,1851-09-16T00:00:00Z,142.061781350209,36.2049218065099,5.82734193065058e-05,298.690539392872,301.777711235837,295.339333050532
ipsl_cm6a_lr,historical,1851-10-16T12:00:00Z,140.871797962322,34.3964485669827,5.61632781838929e-05,299.028510761436,302.059634509123,296.151656070741
ipsl_cm6a_lr,historical,1851-11-16T00:00:00Z,125.573837450445,30.627779731887,6.33753176518385e-05,298.090584870886,300.945201482289,295.231337437975
ipsl_cm6a_lr,historical,1851-12-16T12:00:00Z,104.806902500627,23.3205719433633,8.29359734517513e-05,297.539545239125,299.843811008229,295.461280695551
ipsl_cm6a_lr,historical,1852-01-16T12:00:00Z,111.52088654284,23.8416875166764,8.42975747677251e-05,297.494817888478,299.847973841095,295.447544141044
ipsl_cm6a_lr,historical,1852-02-15T12:00:00Z,105.304364315789,23.2743135873381,8.33824007829345e-05,297.530340967426,299.923205905175,295.388497560746
ipsl_cm6a_lr,historical,1852-03-16T12:00:00Z,103.819312262531,22.5801194303858,7.30683240171187e-05,297.794266474457,300.098412875688,295.828772245155
ipsl_cm6a_lr,historical,1852-04-16T00:00:00Z,91.6483359249969,19.4834880848043,8.52914605198586e-05,297.724669218186,299.878296646782,295.842586714988
ipsl_cm6a_lr,historical,1852-05-16T12:00:00Z,78.055062913243,16.2161488705005,9.40483533996521e-05,297.568172859162,299.531568952467,295.750876901979
ipsl_cm6a_lr,historical,1852-06-16T00:00:00Z,115.582409135475,25.3323889267413,5.97217405629768e-05,298.246881225071,300.95943553858,295.749071599846
ipsl_cm6a_lr,historical,1852-07-16T12:00:00Z,120.75112639166,28.791266512599,6.86181382978141e-05,297.636362845793,300.379209954645,294.810837032547
